# Time-averaged data for fix CPR
# TimeStep c_VIR[1] c_VIR[2] c_VIR[3] c_VIR[4] c_VIR[5] c_VIR[6]
65700 -171.769 -224.746 -228.071 -54.4243 -11.0333 18.3252
65701 -172.887 -223.889 -229.423 -55.0329 -11.1937 18.5346
65702 -174.033 -223.03 -230.764 -55.6455 -11.3456 18.7392
65703 -175.242 -222.154 -232.096 -56.2466 -11.49 18.9445
65704 -176.419 -221.293 -233.358 -56.8528 -11.6328 19.1418
65705 -177.627 -220.439 -234.687 -57.4595 -11.798 19.3611
65706 -178.835 -219.576 -236.02 -58.0692 -11.9533 19.5859
65707 -180.037 -218.697 -237.304 -58.6617 -12.1262 19.7951
65708 -181.265 -217.837 -238.546 -59.2617 -12.2778 19.9894
65709 -182.492 -216.96 -239.815 -59.8485 -12.4279 20.1988
65710 -183.737 -216.081 -241.03 -60.4234 -12.5812 20.4042
65711 -184.981 -215.201 -242.265 -61.0066 -12.7328 20.6146
65712 -186.223 -214.374 -243.51 -61.5811 -12.8868 20.802
65713 -187.509 -213.551 -244.725 -62.1541 -13.0455 21.0021
65714 -188.77 -212.716 -245.944 -62.7054 -13.1874 21.2146
65715 -190.043 -211.888 -247.14 -63.2686 -13.3368 21.4225
65716 -191.325 -211.06 -248.301 -63.8289 -13.4904 21.6392
65717 -192.618 -210.233 -249.454 -64.3878 -13.6329 21.8579
65718 -193.892 -209.426 -250.559 -64.9213 -13.7617 22.0765
65719 -195.208 -208.621 -251.694 -65.4597 -13.9103 22.3062
65720 -196.495 -207.851 -252.784 -65.9637 -14.0427 22.5416
65721 -197.773 -207.104 -253.892 -66.4769 -14.1661 22.7688
65722 -199.038 -206.339 -254.989 -67.0072 -14.2958 23.0031
65723 -200.292 -205.535 -256.019 -67.5052 -14.4334 23.2565
65724 -201.541 -204.769 -257.047 -67.9936 -14.545 23.5104
65725 -202.776 -204.02 -258.087 -68.4774 -14.6718 23.7565
65726 -204.026 -203.275 -259.096 -68.9535 -14.7724 24.0294
65727 -205.296 -202.546 -260.092 -69.4212 -14.8587 24.2857
65728 -206.529 -201.83 -261.084 -69.8841 -14.9594 24.5416
65729 -207.765 -201.135 -262.044 -70.3324 -15.0454 24.8033
65730 -208.955 -200.425 -262.984 -70.7838 -15.1154 25.0515
65731 -210.172 -199.745 -263.919 -71.2182 -15.1753 25.3191
65732 -211.392 -199.068 -264.814 -71.6562 -15.253 25.5891
65733 -212.574 -198.383 -265.681 -72.0789 -15.3021 25.893
65734 -213.728 -197.698 -266.509 -72.4823 -15.3482 26.1952
65735 -214.913 -197.068 -267.35 -72.8832 -15.3966 26.486
65736 -216.029 -196.425 -268.163 -73.2798 -15.4393 26.7734
65737 -217.158 -195.815 -268.986 -73.649 -15.4738 27.0859
65738 -218.24 -195.19 -269.716 -74.0364 -15.5067 27.4032
65739 -219.315 -194.617 -270.444 -74.4187 -15.5235 27.7145
65740 -220.375 -194.019 -271.159 -74.7841 -15.5241 28.0234
65741 -221.413 -193.445 -271.858 -75.133 -15.5247 28.3471
65742 -222.448 -192.869 -272.519 -75.4617 -15.5138 28.6531
65743 -223.469 -192.312 -273.179 -75.7866 -15.5004 28.9987
65744 -224.468 -191.762 -273.788 -76.0987 -15.4713 29.3518
65745 -225.399 -191.242 -274.385 -76.4063 -15.4476 29.7073
65746 -226.324 -190.706 -274.957 -76.7014 -15.4195 30.0664
65747 -227.22 -190.182 -275.504 -76.9955 -15.3806 30.4249
65748 -228.077 -189.677 -276.032 -77.2936 -15.3385 30.7862
65749 -228.913 -189.222 -276.529 -77.561 -15.2817 31.1503
65750 -229.713 -188.758 -276.988 -77.8314 -15.2275 31.5132
65751 -230.488 -188.301 -277.43 -78.0863 -15.1687 31.9037
65752 -231.263 -187.849 -277.842 -78.3175 -15.1144 32.2805
65753 -231.996 -187.384 -278.213 -78.5621 -15.0393 32.672
65754 -232.671 -186.931 -278.551 -78.7733 -14.9515 33.0817
65755 -233.351 -186.5 -278.897 -78.9891 -14.871 33.4783
65756 -234.035 -186.07 -279.201 -79.2102 -14.7877 33.8844
65757 -234.682 -185.668 -279.496 -79.4125 -14.6904 34.2714
65758 -235.26 -185.275 -279.75 -79.6258 -14.5872 34.6709
65759 -235.84 -184.907 -279.968 -79.8169 -14.4905 35.0923
65760 -236.36 -184.541 -280.1 -80.0056 -14.3754 35.4765
65761 -236.862 -184.176 -280.272 -80.1653 -14.2707 35.8903
65762 -237.332 -183.802 -280.379 -80.3445 -14.1607 36.3227
65763 -237.787 -183.452 -280.479 -80.5054 -14.0357 36.7653
65764 -238.204 -183.077 -280.559 -80.659 -13.916 37.1811
65765 -238.583 -182.75 -280.618 -80.8103 -13.7937 37.6263
65766 -238.949 -182.428 -280.623 -80.9316 -13.6718 38.0722
65767 -239.261 -182.077 -280.596 -81.0572 -13.53 38.5257
65768 -239.561 -181.749 -280.599 -81.1997 -13.4049 38.9534
65769 -239.809 -181.396 -280.491 -81.3031 -13.2652 39.4251
65770 -240.05 -181.026 -280.366 -81.4272 -13.1082 39.901
65771 -240.24 -180.711 -280.207 -81.5328 -12.9701 40.3503
65772 -240.413 -180.397 -280.052 -81.6253 -12.8318 40.8092
65773 -240.561 -180.108 -279.848 -81.7055 -12.6805 41.2736
65774 -240.703 -179.794 -279.623 -81.7849 -12.5359 41.7374
65775 -240.751 -179.46 -279.369 -81.8661 -12.4082 42.2116
65776 -240.849 -179.171 -279.115 -81.9545 -12.2676 42.686
65777 -240.885 -178.871 -278.813 -82.0225 -12.1209 43.1676
65778 -240.907 -178.561 -278.435 -82.0807 -11.9636 43.6406
65779 -240.893 -178.276 -278.081 -82.1595 -11.8295 44.1262
65780 -240.804 -177.986 -277.689 -82.2225 -11.6696 44.6023
65781 -240.76 -177.701 -277.304 -82.2748 -11.536 45.0675
65782 -240.696 -177.417 -276.883 -82.3217 -11.3945 45.5478
65783 -240.623 -177.127 -276.423 -82.353 -11.267 46.0339
65784 -240.504 -176.845 -275.927 -82.3914 -11.1309 46.5151
65785 -240.373 -176.541 -275.412 -82.425 -11.0037 46.9946
65786 -240.228 -176.267 -274.881 -82.442 -10.8888 47.4735
65787 -240.071 -176.015 -274.353 -82.4835 -10.7515 47.9459
65788 -239.893 -175.75 -273.748 -82.512 -10.6198 48.4317
65789 -239.714 -175.506 -273.138 -82.5189 -10.5195 48.9103
65790 -239.5 -175.236 -272.543 -82.5295 -10.4039 49.3864
65791 -239.232 -174.973 -271.928 -82.5415 -10.302 49.8736
65792 -238.998 -174.723 -271.275 -82.5489 -10.1913 50.3437
65793 -238.7 -174.44 -270.584 -82.5564 -10.0909 50.8221
65794 -238.42 -174.174 -269.899 -82.5586 -9.99621 51.2989
65795 -238.134 -173.922 -269.178 -82.5669 -9.90337 51.7693
65796 -237.84 -173.68 -268.437 -82.5537 -9.80197 52.2321
65797 -237.542 -173.435 -267.666 -82.559 -9.7122 52.69
65798 -237.225 -173.152 -266.897 -82.5386 -9.631 53.143
65799 -236.899 -172.859 -266.143 -82.5161 -9.55322 53.6062
65800 -236.571 -172.565 -265.32 -82.5021 -9.46626 54.0691
65801 -236.256 -172.294 -264.501 -82.4956 -9.40749 54.5298
65802 -235.897 -171.988 -263.68 -82.4687 -9.33888 54.9729
65803 -235.583 -171.779 -262.856 -82.4269 -9.28142 55.412
65804 -235.256 -171.538 -261.988 -82.4025 -9.21549 55.8609
65805 -234.889 -171.293 -261.108 -82.3757 -9.14538 56.3014
65806 -234.534 -171.042 -260.218 -82.3297 -9.09129 56.7378
65807 -234.197 -170.81 -259.333 -82.2893 -9.04544 57.1626
65808 -233.827 -170.548 -258.437 -82.2345 -9.01107 57.5906
65809 -233.452 -170.303 -257.509 -82.1893 -8.97558 58.0073
65810 -233.1 -170.055 -256.576 -82.1511 -8.93299 58.4203
65811 -232.77 -169.836 -255.656 -82.0864 -8.89775 58.8247
65812 -232.415 -169.56 -254.721 -82.0194 -8.85696 59.2242
65813 -232.044 -169.336 -253.788 -81.9644 -8.82277 59.6139
65814 -231.659 -169.098 -252.827 -81.9176 -8.78605 60.0128
65815 -231.273 -168.827 -251.839 -81.8361 -8.75985 60.3986
65816 -230.909 -168.588 -250.879 -81.7555 -8.73057 60.7843
65817 -230.564 -168.347 -249.912 -81.6799 -8.68998 61.168
65818 -230.242 -168.111 -248.971 -81.5982 -8.64796 61.5326
65819 -229.904 -167.86 -248.004 -81.5154 -8.60302 61.9058
65820 -229.61 -167.642 -246.996 -81.4357 -8.55588 62.2547
65821 -229.276 -167.383 -246.001 -81.3318 -8.51753 62.5895
65822 -228.932 -167.164 -245.034 -81.2529 -8.46501 62.927
65823 -228.62 -166.941 -244.037 -81.1498 -8.41974 63.2566
65824 -228.316 -166.723 -243.046 -81.0506 -8.36955 63.5713
65825 -228.029 -166.511 -242.062 -80.9431 -8.33033 63.8913
65826 -227.731 -166.281 -241.035 -80.8116 -8.32763 64.1811
65827 -227.459 -166.097 -240.061 -80.7211 -8.27317 64.4632
65828 -227.177 -165.869 -239.082 -80.5968 -8.23033 64.7397
65829 -226.901 -165.62 -238.118 -80.4608 -8.16755 65.0114
65830 -226.654 -165.426 -237.149 -80.327 -8.10172 65.2711
65831 -226.422 -165.233 -236.188 -80.2 -8.037 65.5212
65832 -226.17 -165.03 -235.2 -80.0551 -7.97673 65.7645
65833 -225.936 -164.83 -234.249 -79.931 -7.91823 65.976
65834 -225.744 -164.639 -233.305 -79.797 -7.83076 66.1848
65835 -225.532 -164.467 -232.358 -79.6463 -7.74619 66.3752
65836 -225.31 -164.293 -231.421 -79.4942 -7.6858 66.5493
65837 -225.12 -164.112 -230.457 -79.3294 -7.61573 66.7264
65838 -224.917 -163.944 -229.503 -79.1739 -7.53343 66.8881
65839 -224.748 -163.77 -228.573 -79.0181 -7.45318 67.0335
65840 -224.58 -163.582 -227.632 -78.8619 -7.35647 67.1595
65841 -224.416 -163.423 -226.702 -78.7044 -7.2662 67.2752
65842 -224.265 -163.27 -225.804 -78.5392 -7.17304 67.3727
65843 -224.129 -163.114 -224.886 -78.3773 -7.07873 67.4484
65844 -224.013 -162.954 -223.973 -78.2135 -6.9749 67.5199
65845 -223.901 -162.812 -223.123 -78.0353 -6.86107 67.5715
65846 -223.802 -162.663 -222.25 -77.8515 -6.75049 67.6057
65847 -223.685 -162.506 -221.405 -77.6692 -6.62733 67.6133
65848 -223.608 -162.386 -220.547 -77.4821 -6.50836 67.6068
65849 -223.544 -162.219 -219.707 -77.2959 -6.39101 67.5889
65850 -223.475 -162.094 -218.875 -77.1033 -6.26153 67.5726
65851 -223.433 -161.965 -218.042 -76.9005 -6.14712 67.5211
65852 -223.393 -161.865 -217.267 -76.6985 -6.02071 67.4516
65853 -223.361 -161.777 -216.464 -76.5044 -5.89044 67.3532
65854 -223.316 -161.653 -215.695 -76.3117 -5.76522 67.2397
65855 -223.28 -161.548 -214.912 -76.1083 -5.62964 67.125
65856 -223.257 -161.456 -214.17 -75.9167 -5.5007 66.9797
65857 -223.248 -161.317 -213.402 -75.73 -5.3672 66.8191
65858 -223.219 -161.248 -212.673 -75.5237 -5.23363 66.6397
65859 -223.214 -161.158 -211.913 -75.315 -5.08696 66.4366
65860 -223.213 -161.058 -211.185 -75.0879 -4.94254 66.2189
65861 -223.246 -160.994 -210.524 -74.8665 -4.80907 65.9771
65862 -223.273 -160.951 -209.855 -74.6352 -4.652 65.7389
65863 -223.274 -160.884 -209.207 -74.4228 -4.51467 65.473
65864 -223.306 -160.835 -208.575 -74.1885 -4.3732 65.1803
65865 -223.335 -160.778 -207.938 -73.952 -4.23255 64.8634
65866 -223.334 -160.759 -207.327 -73.7292 -4.09664 64.5263
65867 -223.346 -160.726 -206.721 -73.4797 -3.9515 64.1793
65868 -223.363 -160.713 -206.133 -73.258 -3.8051 63.8199
65869 -223.391 -160.681 -205.565 -73.0166 -3.6806 63.4284
65870 -223.414 -160.63 -204.984 -72.7656 -3.534 63.0299
65871 -223.436 -160.623 -204.433 -72.5209 -3.39751 62.5978
65872 -223.466 -160.628 -203.915 -72.2786 -3.27501 62.1586
65873 -223.502 -160.628 -203.386 -72.0229 -3.14169 61.6964
65874 -223.556 -160.67 -202.88 -71.7703 -3.00282 61.2214
65875 -223.603 -160.724 -202.379 -71.5055 -2.87065 60.7172
65876 -223.624 -160.766 -201.915 -71.2368 -2.74644 60.2006
65877 -223.66 -160.81 -201.412 -70.9623 -2.63639 59.665
65878 -223.707 -160.879 -200.965 -70.6795 -2.52277 59.1073
65879 -223.712 -160.956 -200.457 -70.4058 -2.42966 58.5263
65880 -223.745 -161.057 -200.016 -70.1215 -2.32324 57.9248
65881 -223.764 -161.138 -199.596 -69.8316 -2.22491 57.3313
65882 -223.784 -161.233 -199.156 -69.5538 -2.1388 56.6969
65883 -223.805 -161.383 -198.727 -69.2476 -2.0499 56.0643
65884 -223.802 -161.51 -198.287 -68.9625 -1.96663 55.4084
65885 -223.818 -161.643 -197.877 -68.6639 -1.87915 54.7485
65886 -223.835 -161.798 -197.51 -68.3555 -1.82037 54.0523
65887 -223.834 -161.966 -197.107 -68.0308 -1.74944 53.3681
65888 -223.823 -162.152 -196.73 -67.7128 -1.68771 52.6535
65889 -223.806 -162.309 -196.336 -67.3871 -1.64087 51.9451
65890 -223.785 -162.536 -195.967 -67.0551 -1.5843 51.2068
65891 -223.737 -162.753 -195.584 -66.7204 -1.51947 50.4635
65892 -223.685 -162.999 -195.226 -66.3904 -1.4768 49.7031
65893 -223.609 -163.24 -194.862 -66.0358 -1.42429 48.9184
65894 -223.518 -163.462 -194.488 -65.664 -1.40117 48.1458
65895 -223.429 -163.744 -194.171 -65.3149 -1.36556 47.3611
65896 -223.343 -164.018 -193.802 -64.9526 -1.3357 46.5688
65897 -223.22 -164.31 -193.457 -64.5765 -1.31576 45.763
65898 -223.107 -164.625 -193.102 -64.2129 -1.29255 44.9461
65899 -222.984 -164.953 -192.747 -63.8189 -1.29337 44.1257
65900 -222.83 -165.298 -192.399 -63.4211 -1.28077 43.2878
65901 -222.675 -165.657 -192.038 -63.0345 -1.28272 42.4428
65902 -222.462 -166.024 -191.695 -62.6288 -1.27937 41.6092
65903 -222.256 -166.4 -191.38 -62.2139 -1.28317 40.7693
65904 -222.039 -166.811 -191.007 -61.7942 -1.29119 39.9222
65905 -221.797 -167.247 -190.654 -61.3894 -1.31265 39.0709
65906 -221.542 -167.7 -190.294 -60.9623 -1.33773 38.216
65907 -221.247 -168.149 -189.925 -60.5163 -1.34861 37.3434
65908 -220.964 -168.637 -189.573 -60.0947 -1.38634 36.4791
65909 -220.62 -169.114 -189.237 -59.648 -1.44339 35.6029
65910 -220.291 -169.651 -188.884 -59.1805 -1.47679 34.7323
65911 -219.949 -170.168 -188.518 -58.7122 -1.52239 33.8619
65912 -219.587 -170.72 -188.163 -58.2375 -1.57189 32.9955
65913 -219.192 -171.27 -187.805 -57.7638 -1.6223 32.1268
65914 -218.811 -171.851 -187.459 -57.2825 -1.68429 31.2588
65915 -218.382 -172.435 -187.068 -56.7765 -1.74159 30.4021
65916 -217.944 -173.045 -186.695 -56.2753 -1.80776 29.5381
65917 -217.499 -173.662 -186.337 -55.7752 -1.87314 28.6686
65918 -217.044 -174.339 -185.983 -55.261 -1.94659 27.7873
65919 -216.56 -174.977 -185.616 -54.7544 -2.00812 26.92
65920 -216.059 -175.649 -185.238 -54.2314 -2.10799 26.0572
65921 -215.534 -176.334 -184.872 -53.6973 -2.19226 25.2101
65922 -215.009 -177.051 -184.457 -53.1588 -2.28175 24.3769
65923 -214.463 -177.802 -184.064 -52.626 -2.37464 23.5505
65924 -213.856 -178.525 -183.659 -52.0892 -2.49432 22.7136
65925 -213.233 -179.266 -183.266 -51.5217 -2.58408 21.8905
65926 -212.616 -180.024 -182.854 -50.9805 -2.68605 21.0846
65927 -211.988 -180.859 -182.44 -50.4443 -2.80792 20.2814
65928 -211.32 -181.647 -182.016 -49.8741 -2.9164 19.4721
65929 -210.636 -182.483 -181.604 -49.3008 -3.02163 18.6881
65930 -209.918 -183.323 -181.197 -48.7223 -3.13415 17.9077
65931 -209.212 -184.194 -180.803 -48.1502 -3.27482 17.1254
65932 -208.502 -185.089 -180.406 -47.5821 -3.39551 16.3483
65933 -207.728 -185.98 -179.969 -47.0077 -3.52621 15.5767
65934 -206.95 -186.883 -179.531 -46.4159 -3.66784 14.824
65935 -206.207 -187.775 -179.119 -45.8383 -3.81932 14.071
65936 -205.39 -188.65 -178.701 -45.2549 -3.96444 13.3348
65937 -204.546 -189.575 -178.301 -44.6715 -4.11403 12.5907
65938 -203.717 -190.499 -177.886 -44.0795 -4.25285 11.8755
65939 -202.89 -191.453 -177.522 -43.4603 -4.43136 11.1875
65940 -202.045 -192.402 -177.099 -42.8549 -4.60287 10.5013
65941 -201.149 -193.394 -176.664 -42.2478 -4.77584 9.82006
65942 -200.248 -194.359 -176.264 -41.6418 -4.96823 9.14345
65943 -199.358 -195.329 -175.862 -41.0314 -5.15737 8.48107
65944 -198.441 -196.348 -175.491 -40.418 -5.35559 7.82919
65945 -197.504 -197.359 -175.104 -39.8281 -5.5511 7.1741
65946 -196.589 -198.368 -174.723 -39.2117 -5.75483 6.54974
65947 -195.635 -199.417 -174.348 -38.5874 -5.96718 5.93074
65948 -194.687 -200.44 -173.949 -37.9745 -6.18397 5.3271
65949 -193.704 -201.495 -173.613 -37.3455 -6.40695 4.72799
65950 -192.761 -202.526 -173.25 -36.7247 -6.62562 4.13983
65951 -191.775 -203.574 -172.903 -36.0929 -6.86581 3.55267
65952 -190.773 -204.646 -172.58 -35.4692 -7.10814 2.98936
65953 -189.79 -205.737 -172.263 -34.8417 -7.35438 2.4239
65954 -188.774 -206.818 -171.939 -34.2183 -7.61735 1.88903
65955 -187.785 -207.966 -171.682 -33.5944 -7.88287 1.34547
65956 -186.792 -209.058 -171.417 -32.9526 -8.15616 0.823381
65957 -185.792 -210.156 -171.158 -32.3242 -8.44146 0.315193
65958 -184.834 -211.241 -170.908 -31.6989 -8.73606 -0.176023
65959 -183.805 -212.32 -170.67 -31.0681 -9.02511 -0.65693
65960 -182.803 -213.422 -170.455 -30.4308 -9.33678 -1.13069
65961 -181.814 -214.523 -170.255 -29.783 -9.6431 -1.5846
65962 -180.792 -215.657 -170.067 -29.1469 -9.96568 -2.04141
65963 -179.759 -216.764 -169.866 -28.4985 -10.2955 -2.49122
65964 -178.756 -217.899 -169.731 -27.8498 -10.622 -2.93462
65965 -177.741 -219.025 -169.599 -27.1904 -10.9578 -3.35399
65966 -176.762 -220.132 -169.505 -26.5396 -11.3001 -3.77174
65967 -175.777 -221.266 -169.414 -25.884 -11.6409 -4.1794
65968 -174.778 -222.384 -169.346 -25.2356 -11.9977 -4.55101
65969 -173.789 -223.5 -169.285 -24.5675 -12.366 -4.92616
65970 -172.82 -224.612 -169.265 -23.8957 -12.7376 -5.29116
65971 -171.823 -225.734 -169.238 -23.2193 -13.1211 -5.65051
65972 -170.848 -226.858 -169.255 -22.5432 -13.501 -6.01379
65973 -169.872 -227.969 -169.314 -21.8569 -13.8905 -6.34338
65974 -168.893 -229.066 -169.375 -21.1572 -14.295 -6.65267
65975 -167.955 -230.181 -169.436 -20.4815 -14.7046 -6.96582
65976 -167.009 -231.307 -169.512 -19.7708 -15.101 -7.274
65977 -166.083 -232.427 -169.634 -19.0749 -15.5154 -7.56109
65978 -165.159 -233.501 -169.777 -18.3653 -15.942 -7.84813
65979 -164.256 -234.599 -169.935 -17.6393 -16.38 -8.11384
65980 -163.38 -235.683 -170.139 -16.9118 -16.813 -8.36373
65981 -162.514 -236.758 -170.351 -16.1797 -17.2496 -8.59922
65982 -161.669 -237.776 -170.576 -15.4461 -17.6874 -8.83696
65983 -160.839 -238.84 -170.831 -14.6976 -18.1301 -9.05818
65984 -160.022 -239.938 -171.131 -13.9355 -18.577 -9.25449
65985 -159.21 -240.967 -171.44 -13.1702 -19.0229 -9.47167
65986 -158.423 -242.04 -171.792 -12.3925 -19.4496 -9.67043
65987 -157.636 -243.054 -172.14 -11.6231 -19.899 -9.8629
65988 -156.846 -244.072 -172.534 -10.8357 -20.3651 -10.0317
65989 -156.063 -245.093 -172.906 -10.0446 -20.8249 -10.2013
65990 -155.318 -246.084 -173.329 -9.24007 -21.2751 -10.3566
65991 -154.612 -247.107 -173.781 -8.43871 -21.7239 -10.4946
65992 -153.887 -248.143 -174.225 -7.62942 -22.1704 -10.6217
65993 -153.209 -249.149 -174.678 -6.81231 -22.6273 -10.7625
65994 -152.559 -250.139 -175.177 -5.9689 -23.0746 -10.8759
65995 -151.883 -251.086 -175.689 -5.12297 -23.5185 -10.9844
65996 -151.241 -252.035 -176.211 -4.27303 -23.9612 -11.0806
65997 -150.657 -252.994 -176.762 -3.41555 -24.3908 -11.1575
65998 -150.067 -253.929 -177.315 -2.56351 -24.8023 -11.2424
65999 -149.497 -254.845 -177.893 -1.6961 -25.2258 -11.3036
66000 -148.935 -255.752 -178.503 -0.820501 -25.6217 -11.3483
66001 -148.385 -256.63 -179.113 0.0677029 -26.0186 -11.3863
66002 -147.868 -257.534 -179.758 0.953302 -26.4248 -11.4237
66003 -147.372 -258.454 -180.419 1.85916 -26.8174 -11.4415
66004 -146.88 -259.323 -181.096 2.76297 -27.1826 -11.4563
66005 -146.422 -260.144 -181.785 3.68247 -27.5402 -11.4556
66006 -145.979 -260.979 -182.476 4.5846 -27.892 -11.4543
66007 -145.54 -261.814 -183.127 5.48843 -28.2455 -11.4237
66008 -145.131 -262.648 -183.831 6.40834 -28.5654 -11.397
66009 -144.699 -263.456 -184.537 7.30819 -28.8834 -11.3628
66010 -144.386 -264.264 -185.275 8.2388 -29.1871 -11.3342
66011 -144.028 -265.042 -185.989 9.15715 -29.4687 -11.2888
66012 -143.72 -265.796 -186.784 10.0803 -29.7452 -11.2207
66013 -143.416 -266.533 -187.554 11.0261 -30.018 -11.1641
66014 -143.139 -267.258 -188.308 11.9627 -30.2615 -11.0916
66015 -142.852 -267.962 -189.095 12.9052 -30.477 -11.0174
66016 -142.575 -268.642 -189.906 13.845 -30.6699 -10.9304
66017 -142.327 -269.294 -190.693 14.7882 -30.8403 -10.8367
66018 -142.069 -269.944 -191.479 15.7186 -30.9744 -10.7301
66019 -141.845 -270.585 -192.246 16.6568 -31.1057 -10.6096
66020 -141.657 -271.201 -193.061 17.5953 -31.2217 -10.4921
66021 -141.458 -271.801 -193.854 18.5202 -31.3318 -10.3547
66022 -141.293 -272.373 -194.675 19.4503 -31.3989 -10.2341
66023 -141.125 -272.922 -195.503 20.3936 -31.4643 -10.1034
66024 -140.994 -273.475 -196.311 21.3032 -31.4947 -9.95284
66025 -140.882 -273.976 -197.163 22.2222 -31.5077 -9.80039
66026 -140.765 -274.489 -198.004 23.1431 -31.4928 -9.64762
66027 -140.685 -274.967 -198.84 24.0303 -31.4496 -9.48181
66028 -140.612 -275.454 -199.656 24.9268 -31.3895 -9.3174
66029 -140.542 -275.908 -200.487 25.8295 -31.3008 -9.14117
66030 -140.507 -276.36 -201.306 26.7137 -31.1882 -8.96538
66031 -140.473 -276.77 -202.14 27.5963 -31.0707 -8.79234
66032 -140.471 -277.172 -202.958 28.4606 -30.9207 -8.6054
66033 -140.451 -277.541 -203.757 29.3262 -30.739 -8.43133
66034 -140.435 -277.89 -204.611 30.1764 -30.5392 -8.23248
66035 -140.435 -278.23 -205.432 31.0236 -30.3408 -8.0565
66036 -140.481 -278.546 -206.26 31.8508 -30.0998 -7.86635
66037 -140.526 -278.842 -207.083 32.652 -29.8351 -7.66711
66038 -140.54 -279.133 -207.872 33.452 -29.5539 -7.46665
66039 -140.622 -279.375 -208.645 34.2572 -29.2468 -7.28069
66040 -140.665 -279.631 -209.414 35.0237 -28.8974 -7.0846
66041 -140.712 -279.862 -210.195 35.7904 -28.5339 -6.87548
66042 -140.766 -280.06 -211 36.5516 -28.1609 -6.6551
66043 -140.848 -280.245 -211.749 37.2721 -27.7727 -6.4519
66044 -140.918 -280.39 -212.516 37.9943 -27.3793 -6.23927
66045 -141.028 -280.555 -213.241 38.6916 -26.947 -6.03336
66046 -141.135 -280.678 -213.976 39.3667 -26.5066 -5.82356
66047 -141.209 -280.786 -214.693 40.0323 -26.0381 -5.63058
66048 -141.298 -280.867 -215.398 40.6798 -25.5554 -5.43074
66049 -141.418 -280.948 -216.095 41.3079 -25.0564 -5.22774
66050 -141.541 -280.999 -216.814 41.9017 -24.5365 -5.04506
66051 -141.632 -281.033 -217.474 42.4842 -23.9963 -4.83154
66052 -141.751 -281.039 -218.157 43.041 -23.4471 -4.64233
66053 -141.859 -281.004 -218.762 43.5935 -22.8723 -4.44568
66054 -141.985 -281.015 -219.389 44.1421 -22.287 -4.25006
66055 -142.119 -280.971 -220.015 44.6578 -21.6872 -4.05775
66056 -142.258 -280.916 -220.589 45.1523 -21.071 -3.86659
66057 -142.398 -280.835 -221.203 45.6279 -20.444 -3.67124
66058 -142.547 -280.741 -221.804 46.0827 -19.8139 -3.48518
66059 -142.713 -280.656 -222.352 46.5335 -19.1632 -3.28044
66060 -142.859 -280.524 -222.91 46.9571 -18.4924 -3.09144
66061 -143.017 -280.412 -223.462 47.3667 -17.8238 -2.92429
66062 -143.195 -280.246 -223.983 47.7615 -17.143 -2.7532
66063 -143.363 -280.052 -224.487 48.122 -16.4496 -2.59131
66064 -143.533 -279.878 -224.987 48.4699 -15.7606 -2.41937
66065 -143.714 -279.652 -225.433 48.7975 -15.0645 -2.25677
66066 -143.905 -279.447 -225.89 49.0957 -14.3455 -2.09364
66067 -144.069 -279.213 -226.34 49.4033 -13.6235 -1.94718
66068 -144.248 -279.008 -226.78 49.6679 -12.9119 -1.79436
66069 -144.49 -278.787 -227.155 49.9189 -12.2059 -1.65011
66070 -144.679 -278.52 -227.551 50.1561 -11.4584 -1.51231
66071 -144.895 -278.277 -227.932 50.3636 -10.7314 -1.36837
66072 -145.13 -278.011 -228.294 50.5654 -10.0031 -1.25044
66073 -145.368 -277.767 -228.65 50.7543 -9.26941 -1.13493
66074 -145.583 -277.468 -229.001 50.9212 -8.53153 -1.02227
66075 -145.845 -277.195 -229.354 51.0973 -7.78616 -0.909716
66076 -146.105 -276.94 -229.693 51.2213 -7.03897 -0.817272
66077 -146.359 -276.653 -230.024 51.3329 -6.29852 -0.703993
66078 -146.62 -276.336 -230.293 51.4511 -5.55304 -0.615504
66079 -146.851 -276.023 -230.586 51.5516 -4.83345 -0.539868
66080 -147.15 -275.739 -230.865 51.6498 -4.09239 -0.462658
66081 -147.464 -275.472 -231.125 51.713 -3.37468 -0.409444
66082 -147.785 -275.178 -231.378 51.7733 -2.62923 -0.353661
66083 -148.082 -274.899 -231.605 51.83 -1.91265 -0.295188
66084 -148.429 -274.634 -231.818 51.8703 -1.19494 -0.256308
66085 -148.828 -274.374 -232.046 51.8946 -0.465302 -0.218046
66086 -149.194 -274.072 -232.226 51.9126 0.261851 -0.190918
66087 -149.625 -273.826 -232.445 51.9086 0.97724 -0.170911
66088 -150.052 -273.548 -232.643 51.9115 1.68622 -0.162872
66089 -150.467 -273.278 -232.822 51.9033 2.36591 -0.156415
66090 -150.946 -273.021 -233.006 51.8795 3.04324 -0.164228
66091 -151.386 -272.806 -233.179 51.8444 3.72987 -0.171248
66092 -151.86 -272.587 -233.344 51.8131 4.39051 -0.213707
66093 -152.33 -272.382 -233.505 51.7618 5.05328 -0.249587
66094 -152.834 -272.193 -233.622 51.7173 5.7048 -0.282425
66095 -153.381 -271.983 -233.798 51.6659 6.35671 -0.329978
66096 -153.952 -271.815 -233.96 51.6039 6.99745 -0.388978
66097 -154.556 -271.662 -234.117 51.5423 7.61524 -0.457941
66098 -155.143 -271.499 -234.252 51.4804 8.22005 -0.537198
